chr	start	end	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	cellType	class	isPromoterElement	isGenicElement	isIntergenicElement	promoterSymbol	genicSymbol	name	normalized_h3K27ac	normalized_dhs	activity_base	activity_base_no_qnorm
chr22	45676495	45676995	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	12	27.630606	0.174625	0.174625	55.261213	0.178679	16	40.990221	0.372973	0.372973	81.980443	0.380180	34.310414	0.278829	68.620828	0.285435	K562	intergenic	False	False	True			intergenic|chr22:45676495-45676995	4.570238	34.310414	12.522250	12.522250
chr22	45680617	45681117	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	2	4.605101	0.035285	0.035285	9.210202	0.035736	0	0.000000	0.009760	0.009760	0.000000	0.009760	2.302551	0.018769	4.605101	0.019069	K562	promoter	True	False	False	UPK3A	UPK3A	promoter|chr22:45680617-45681117	4.570238	2.302551	3.243949	3.243949
chr22	45686431	45686931	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	21	48.353561	0.414414	0.414414	96.707122	0.422523	14	35.866444	0.325826	0.325826	71.732887	0.330631	42.110002	0.375375	84.220005	0.381682	K562	genic	False	True	False		UPK3A	genic|chr22:45686431-45686931	18.280951	42.110002	27.745466	27.745466
chr22	45697783	45698283	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	23	52.958662	0.456607	0.456607	105.917325	0.464114	18	46.113999	0.413514	0.413514	92.227998	0.421622	49.536331	0.437538	99.072661	0.445345	K562	intergenic	False	False	True			intergenic|chr22:45697783-45698283	18.280951	49.536331	30.092710	30.092710
chr22	45705333	45706034	38	173.669033	0.892943	0.892943	247.744697	0.860961	173.669033	0.892943	247.744697	0.860961	153	352.290232	0.888889	0.888889	502.553826	0.852853	136	348.416881	0.892042	0.892042	497.028361	0.857057	350.353556	0.890991	499.791093	0.854955	K562	promoter	True	False	False	FAM118A	FAM118A	promoter|chr22:45705333-45706034	173.669033	350.353556	246.668934	246.668934
chr22	45709806	45710306	67	306.205926	0.940240	0.940240	612.411852	0.946697	306.205926	0.940240	612.411852	0.946697	122	280.911165	0.863213	0.863213	561.822331	0.867117	77	197.265440	0.811562	0.811562	394.530880	0.820120	239.088303	0.841441	478.176605	0.848949	K562	genic	False	True	False		FAM118A	genic|chr22:45709806-45710306	306.205926	239.088303	270.573936	270.573936
chr22	45710579	45711079	74	338.197590	0.948348	0.948348	676.395179	0.954354	338.197590	0.948348	676.395179	0.954354	63	145.060684	0.748949	0.748949	290.121367	0.759760	47	120.408775	0.705556	0.705556	240.817550	0.715916	132.734729	0.728529	265.469459	0.738739	K562	genic	False	True	False		FAM118A	genic|chr22:45710579-45711079	338.197590	132.734729	211.873938	211.873938
chr22	45714078	45714578	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	24	55.261213	0.475976	0.475976	110.522426	0.484384	29	74.294776	0.584535	0.584535	148.589552	0.591592	64.777994	0.541441	129.555989	0.550450	K562	genic	False	True	False		FAM118A	genic|chr22:45714078-45714578	13.710713	64.777994	29.801887	29.801887
chr22	45737288	45737788	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	15	34.538258	0.268318	0.268318	69.076516	0.275225	9	23.056999	0.182883	0.182883	46.113999	0.185285	28.797629	0.207958	57.595257	0.211862	K562	genic	False	True	False		FAM118A	genic|chr22:45737288-45737788	4.570238	28.797629	11.472228	11.472228
chr22	45748596	45749096	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	10	23.025505	0.112162	0.112162	46.051011	0.114264	12	30.742666	0.270721	0.270721	61.485332	0.273874	26.884086	0.187387	53.768171	0.191291	K562	genic	False	True	False		SMC1B	genic|chr22:45748596-45749096	9.140475	26.884086	15.675883	15.675883
chr22	45809250	45809821	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	2	4.605101	0.035285	0.035285	8.064976	0.029730	3	7.685666	0.061562	0.061562	13.460011	0.051952	6.145384	0.045045	10.762493	0.040841	K562	promoter	True	False	False	RIBC2,SMC1B	RIBC2,SMC1B	promoter|chr22:45809250-45809821	0.000000	6.145384	0.000000	0.000000
chr22	45831507	45832007	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	35	80.589269	0.608258	0.608258	161.178537	0.616817	31	79.418554	0.603453	0.603453	158.837107	0.611862	80.003911	0.607357	160.007822	0.616667	K562	intergenic	False	False	True			intergenic|chr22:45831507-45832007	0.000000	80.003911	0.000000	0.000000
chr22	45898468	45898968	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	1	2.302551	0.022973	0.022973	4.605101	0.023123	2	5.123778	0.042492	0.042492	10.247555	0.042643	3.713164	0.029429	7.426328	0.029880	K562	promoter	True	False	False	FBLN1	FBLN1	promoter|chr22:45898468-45898968	0.000000	3.713164	0.000000	0.000000
chr22	45944896	45945396	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	22	50.656112	0.436186	0.436186	101.312224	0.443844	27	69.170998	0.561411	0.561411	138.341997	0.569069	59.913555	0.508559	119.827110	0.516667	K562	genic	False	True	False		FBLN1	genic|chr22:45944896-45945396	4.570238	59.913555	16.547483	16.547483
chr22	45949570	45950070	6	27.421426	0.512763	0.512763	54.842852	0.520721	27.421426	0.512763	54.842852	0.520721	22	50.656112	0.436186	0.436186	101.312224	0.443844	14	35.866444	0.325826	0.325826	71.732887	0.330631	43.261278	0.385586	86.522555	0.391892	K562	genic	False	True	False		FBLN1	genic|chr22:45949570-45950070	27.421426	43.261278	34.442502	34.442502
chr22	45973755	45974255	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	14	32.235707	0.237237	0.237237	64.471415	0.243994	17	43.552110	0.392643	0.392643	87.104220	0.399850	37.893909	0.324474	75.787818	0.330781	K562	intergenic	False	False	True			intergenic|chr22:45973755-45974255	9.140475	37.893909	18.610974	18.610974
chr22	45993462	45993962	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	10	23.025505	0.112162	0.112162	46.051011	0.114264	9	23.056999	0.182883	0.182883	46.113999	0.185285	23.041252	0.144745	46.082505	0.147447	K562	intergenic	False	False	True			intergenic|chr22:45993462-45993962	4.570238	23.041252	10.261774	10.261774
chr22	45998606	45999106	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	73	168.086189	0.778679	0.778679	336.172378	0.788889	72	184.455996	0.798649	0.798649	368.911991	0.807508	176.271092	0.789339	352.542185	0.799550	K562	intergenic	False	False	True			intergenic|chr22:45998606-45999106	0.000000	176.271092	0.000000	0.000000
chr22	46001277	46001777	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	1	2.302551	0.022973	0.022973	4.605101	0.023123	0	0.000000	0.009760	0.009760	0.000000	0.009760	1.151275	0.011261	2.302551	0.011261	K562	promoter	True	False	False	LINC01589	LINC01589	promoter|chr22:46001277-46001777	0.000000	1.151275	0.000000	0.000000
chr22	46014423	46014923	12	54.842852	0.692042	0.692042	109.685705	0.700751	54.842852	0.692042	109.685705	0.700751	28	64.471415	0.534384	0.534384	128.942830	0.542342	29	74.294776	0.584535	0.584535	148.589552	0.591592	69.383096	0.566967	138.766191	0.574474	K562	intergenic	False	False	True			intergenic|chr22:46014423-46014923	54.842852	69.383096	61.686035	61.686035
chr22	46022253	46022753	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	16	36.840809	0.296096	0.296096	73.681617	0.302402	9	23.056999	0.182883	0.182883	46.113999	0.185285	29.948904	0.223273	59.897808	0.227177	K562	intergenic	False	False	True			intergenic|chr22:46022253-46022753	13.710713	29.948904	20.263781	20.263781
chr22	46025373	46025873	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	16	36.840809	0.296096	0.296096	73.681617	0.302402	7	17.933222	0.134685	0.134685	35.866444	0.137087	27.387015	0.190390	54.774030	0.194294	K562	intergenic	False	False	True			intergenic|chr22:46025373-46025873	0.000000	27.387015	0.000000	0.000000
chr22	46032653	46033153	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	14	32.235707	0.237237	0.237237	64.471415	0.243994	17	43.552110	0.392643	0.392643	87.104220	0.399850	37.893909	0.324474	75.787818	0.330781	K562	intergenic	False	False	True			intergenic|chr22:46032653-46033153	4.570238	37.893909	13.159946	13.159946
chr22	46034745	46035245	15	68.553565	0.748048	0.748048	137.107131	0.755105	68.553565	0.748048	137.107131	0.755105	25	57.563763	0.494444	0.494444	115.127527	0.502102	13	33.304555	0.298198	0.298198	66.609110	0.303303	45.434159	0.404505	90.868318	0.412312	K562	intergenic	False	False	True			intergenic|chr22:46034745-46035245	68.553565	45.434159	55.809261	55.809261
chr22	46038821	46039321	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	29	66.773966	0.545495	0.545495	133.547931	0.554805	35	89.666109	0.637538	0.637538	179.332218	0.648649	78.220037	0.599700	156.440075	0.609009	K562	intergenic	False	False	True			intergenic|chr22:46038821-46039321	4.570238	78.220037	18.907252	18.907252
chr22	46053562	46054062	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	11	25.328056	0.143393	0.143393	50.656112	0.146847	7	17.933222	0.134685	0.134685	35.866444	0.137087	21.630639	0.127177	43.261278	0.129880	K562	intergenic	False	False	True			intergenic|chr22:46053562-46054062	4.570238	21.630639	9.942694	9.942694
chr22	46067427	46067988	24	109.685705	0.833183	0.833183	195.518190	0.825225	109.685705	0.833183	195.518190	0.825225	32	73.681617	0.577477	0.577477	131.339781	0.548949	32	81.980443	0.613964	0.613964	146.132696	0.587688	77.831030	0.597147	138.736239	0.574174	K562	promoter	True	False	False	ATXN10	ATXN10	promoter|chr22:46067427-46067988	109.685705	77.831030	92.395624	92.395624
chr22	46069596	46070096	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	25	57.563763	0.494444	0.494444	115.127527	0.502102	18	46.113999	0.413514	0.413514	92.227998	0.421622	51.838881	0.452553	103.677762	0.461261	K562	genic	False	True	False		ATXN10	genic|chr22:46069596-46070096	9.140475	51.838881	21.767683	21.767683
chr22	46080100	46080600	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	10	23.025505	0.112162	0.112162	46.051011	0.114264	16	40.990221	0.372973	0.372973	81.980443	0.380180	32.007863	0.252102	64.015727	0.256006	K562	genic	False	True	False		ATXN10	genic|chr22:46080100-46080600	4.570238	32.007863	12.094773	12.094773
chr22	46084278	46084778	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	10	23.025505	0.112162	0.112162	46.051011	0.114264	9	23.056999	0.182883	0.182883	46.113999	0.185285	23.041252	0.144745	46.082505	0.147447	K562	genic	False	True	False		ATXN10	genic|chr22:46084278-46084778	9.140475	23.041252	14.512340	14.512340
chr22	46085129	46085629	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	17	39.143359	0.322072	0.322072	78.286718	0.328378	18	46.113999	0.413514	0.413514	92.227998	0.421622	42.628679	0.381081	85.257358	0.387237	K562	genic	False	True	False		ATXN10	genic|chr22:46085129-46085629	13.710713	42.628679	24.175806	24.175806
chr22	46156539	46157039	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	35	80.589269	0.608258	0.608258	161.178537	0.616817	29	74.294776	0.584535	0.584535	148.589552	0.591592	77.442022	0.595045	154.884045	0.604354	K562	genic	False	True	False		ATXN10	genic|chr22:46156539-46157039	18.280951	77.442022	37.625972	37.625972
chr22	46259705	46260205	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	11	25.328056	0.143393	0.143393	50.656112	0.146847	20	51.237777	0.452402	0.452402	102.475553	0.461562	38.282916	0.331381	76.565832	0.337087	K562	intergenic	False	False	True			intergenic|chr22:46259705-46260205	4.570238	38.282916	13.227321	13.227321
chr22	46372758	46373258	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	0	0.000000	0.008559	0.008559	0.000000	0.008559	1	2.561889	0.026426	0.026426	5.123778	0.026727	1.280944	0.015465	2.561889	0.015465	K562	promoter	True	False	False	WNT7B	WNT7B	promoter|chr22:46372758-46373258	4.570238	1.280944	2.419550	2.419550
chr22	46375019	46375519	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	20	46.051011	0.393393	0.393393	92.102021	0.401502	18	46.113999	0.413514	0.413514	92.227998	0.421622	46.082505	0.411261	92.165010	0.419069	K562	intergenic	False	False	True			intergenic|chr22:46375019-46375519	18.280951	46.082505	29.024679	29.024679
chr22	46375703	46376203	8	36.561902	0.587087	0.587087	73.123803	0.595495	36.561902	0.587087	73.123803	0.595495	9	20.722955	0.089790	0.089790	41.445910	0.091441	5	12.809444	0.095946	0.095946	25.618888	0.097147	16.766199	0.084685	33.532399	0.086486	K562	intergenic	False	False	True			intergenic|chr22:46375703-46376203	36.561902	16.766199	24.758920	24.758920
chr22	46402224	46402745	1	4.570238	0.152853	0.152853	8.772049	0.100901	4.570238	0.152853	8.772049	0.100901	31	71.379067	0.567568	0.567568	137.003967	0.560661	20	51.237777	0.452402	0.452402	98.345061	0.450150	61.308422	0.517568	117.674514	0.509009	K562	promoter	True	False	False	LOC730668	LOC730668	promoter|chr22:46402224-46402745	4.570238	61.308422	16.738998	16.738998
chr22	46409289	46409789	50	228.511885	0.918619	0.918619	457.023770	0.923123	228.511885	0.918619	457.023770	0.923123	121	278.608615	0.861712	0.861712	557.217230	0.865616	104	266.436438	0.858559	0.858559	532.872877	0.864565	272.522527	0.860661	545.045053	0.865766	K562	intergenic	False	False	True			intergenic|chr22:46409289-46409789	228.511885	272.522527	249.548865	249.548865
chr22	46410890	46411390	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	32	73.681617	0.577477	0.577477	147.363234	0.587237	22	56.361554	0.489339	0.489339	112.723108	0.497297	65.021586	0.542042	130.043171	0.551051	K562	intergenic	False	False	True			intergenic|chr22:46410890-46411390	18.280951	65.021586	34.476897	34.476897
chr22	46415250	46415750	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	10	23.025505	0.112162	0.112162	46.051011	0.114264	8	20.495111	0.157057	0.157057	40.990221	0.159760	21.760308	0.131081	43.520616	0.133784	K562	intergenic	False	False	True			intergenic|chr22:46415250-46415750	4.570238	21.760308	9.972451	9.972451
chr22	46431574	46432074	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	223	513.468769	0.930631	0.930631	1026.937539	0.938138	189	484.196989	0.929129	0.929129	968.393978	0.936637	498.832879	0.929730	997.665758	0.937538	K562	intergenic	False	False	True			intergenic|chr22:46431574-46432074	9.140475	498.832879	67.524586	67.524586
chr22	46440498	46440998	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	3	6.907652	0.045195	0.045195	13.815303	0.045345	1	2.561889	0.026426	0.026426	5.123778	0.026727	4.734770	0.034384	9.469540	0.034535	K562	promoter	True	False	False	LINC00899	LINC00899	promoter|chr22:46440498-46440998	0.000000	4.734770	0.000000	0.000000
chr22	46449475	46450274	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	1	2.302551	0.022973	0.022973	2.881790	0.017117	2	5.123778	0.042492	0.042492	6.412738	0.033634	3.713164	0.029429	4.647264	0.020721	K562	promoter	True	False	False	PRR34,PRR34-AS1	PRR34,PRR34-AS1	promoter|chr22:46449475-46450274	0.000000	3.713164	0.000000	0.000000
chr22	46480760	46481260	38	173.669033	0.892943	0.892943	347.338065	0.897898	173.669033	0.892943	347.338065	0.897898	21	48.353561	0.414414	0.414414	96.707122	0.422523	16	40.990221	0.372973	0.372973	81.980443	0.380180	44.671891	0.396847	89.343783	0.404354	K562	intergenic	False	False	True			intergenic|chr22:46480760-46481260	173.669033	44.671891	88.080214	88.080214
chr22	46481571	46482126	54	246.792836	0.924925	0.924925	444.671776	0.920420	246.792836	0.924925	444.671776	0.920420	81	186.506593	0.798799	0.798799	336.047916	0.787387	43	110.161220	0.683934	0.683934	198.488684	0.668468	148.333907	0.755856	267.268300	0.741441	K562	promoter	True	False	False	MIRLET7BHG	MIRLET7BHG	promoter|chr22:46481571-46482126	246.792836	148.333907	191.331507	191.331507
chr22	46504990	46505490	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	11	25.328056	0.143393	0.143393	50.656112	0.146847	10	25.618888	0.211261	0.211261	51.237777	0.214114	25.473472	0.169069	50.946944	0.173123	K562	genic	False	True	False		MIRLET7BHG	genic|chr22:46504990-46505490	0.000000	25.473472	0.000000	0.000000
chr22	46512196	46512696	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	16	36.840809	0.296096	0.296096	73.681617	0.302402	14	35.866444	0.325826	0.325826	71.732887	0.330631	36.353626	0.306456	72.707252	0.312763	K562	intergenic	False	False	True			intergenic|chr22:46512196-46512696	4.570238	36.353626	12.889713	12.889713
chr22	46515891	46516391	7	31.991664	0.553303	0.553303	63.983328	0.560511	31.991664	0.553303	63.983328	0.560511	13	29.933157	0.206306	0.206306	59.866314	0.212162	6	15.371333	0.113664	0.113664	30.742666	0.115465	22.652245	0.137237	45.304490	0.139940	K562	intergenic	False	False	True			intergenic|chr22:46515891-46516391	31.991664	22.652245	26.919937	26.919937
chr22	46518253	46518753	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	10	23.025505	0.112162	0.112162	46.051011	0.114264	12	30.742666	0.270721	0.270721	61.485332	0.273874	26.884086	0.187387	53.768171	0.191291	K562	intergenic	False	False	True			intergenic|chr22:46518253-46518753	9.140475	26.884086	15.675883	15.675883
chr22	46520546	46521046	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	11	25.328056	0.143393	0.143393	50.656112	0.146847	7	17.933222	0.134685	0.134685	35.866444	0.137087	21.630639	0.127177	43.261278	0.129880	K562	intergenic	False	False	True			intergenic|chr22:46520546-46521046	13.710713	21.630639	17.221251	17.221251
chr22	46527091	46527591	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	8	18.420404	0.077327	0.077327	36.840809	0.078228	8	20.495111	0.157057	0.157057	40.990221	0.159760	19.457757	0.106006	38.915515	0.107508	K562	intergenic	False	False	True			intergenic|chr22:46527091-46527591	18.280951	19.457757	18.860178	18.860178
chr22	46546050	46546748	1	4.570238	0.152853	0.152853	6.547618	0.098498	4.570238	0.152853	6.547618	0.098498	18	41.445910	0.349399	0.349399	59.378094	0.195495	10	25.618888	0.211261	0.211261	36.703278	0.147748	33.532399	0.269069	48.040686	0.156456	K562	promoter	True	False	False	PPARA	PPARA	promoter|chr22:46546050-46546748	4.570238	33.532399	12.379460	12.379460
chr22	46554121	46554621	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	11	25.328056	0.143393	0.143393	50.656112	0.146847	7	17.933222	0.134685	0.134685	35.866444	0.137087	21.630639	0.127177	43.261278	0.129880	K562	genic	False	True	False		PPARA	genic|chr22:46554121-46554621	0.000000	21.630639	0.000000	0.000000
chr22	46565620	46566120	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	11	25.328056	0.143393	0.143393	50.656112	0.146847	9	23.056999	0.182883	0.182883	46.113999	0.185285	24.192528	0.156456	48.385055	0.160060	K562	genic	False	True	False		PPARA	genic|chr22:46565620-46566120	9.140475	24.192528	14.870481	14.870481
chr22	46566938	46567438	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	30	69.076516	0.556907	0.556907	138.153032	0.566366	27	69.170998	0.561411	0.561411	138.341997	0.569069	69.123757	0.565465	138.247514	0.572823	K562	genic	False	True	False		PPARA	genic|chr22:46566938-46567438	18.280951	69.123757	35.547827	35.547827
chr22	46575744	46576712	20	91.404754	0.804204	0.804204	94.426399	0.668168	91.404754	0.804204	94.426399	0.668168	108	248.675458	0.844144	0.844144	256.896134	0.728829	110	281.807771	0.865616	0.865616	291.123731	0.759760	265.241615	0.855556	274.009932	0.748048	K562	genic	False	True	False		PPARA	genic|chr22:46575744-46576712	91.404754	265.241615	155.705955	155.705955
chr22	46579695	46580195	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	13	29.933157	0.206306	0.206306	59.866314	0.212162	12	30.742666	0.270721	0.270721	61.485332	0.273874	30.337911	0.229429	60.675823	0.233634	K562	genic	False	True	False		PPARA	genic|chr22:46579695-46580195	18.280951	30.337911	23.550071	23.550071
chr22	46589727	46590227	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	209	481.233062	0.922973	0.922973	962.466124	0.930480	135	345.854992	0.891441	0.891441	691.709984	0.896697	413.544027	0.910811	827.088054	0.916817	K562	genic	False	True	False		PPARA	genic|chr22:46589727-46590227	18.280951	413.544027	86.948134	86.948134
chr22	46630879	46631379	25	114.255942	0.838438	0.838438	228.511885	0.847447	114.255942	0.838438	228.511885	0.847447	112	257.885660	0.851201	0.851201	515.771320	0.856907	114	292.055327	0.871321	0.871321	584.110653	0.876877	274.970493	0.861862	549.940986	0.866967	K562	genic	False	True	False		PPARA	genic|chr22:46630879-46631379	114.255942	274.970493	177.248450	177.248450
chr22	46635529	46636029	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	49	112.824976	0.688739	0.688739	225.649952	0.698649	38	97.351776	0.654655	0.654655	194.703551	0.665616	105.088376	0.671772	210.176752	0.682583	K562	genic	False	True	False		PPARA	genic|chr22:46635529-46636029	18.280951	105.088376	43.830531	43.830531
chr22	46637165	46637665	12	54.842852	0.692042	0.692042	109.685705	0.700751	54.842852	0.692042	109.685705	0.700751	35	80.589269	0.608258	0.608258	161.178537	0.616817	22	56.361554	0.489339	0.489339	112.723108	0.497297	68.475411	0.561261	136.950823	0.568468	K562	genic	False	True	False		PPARA	genic|chr22:46637165-46637665	54.842852	68.475411	61.281212	61.281212
chr22	46645943	46646471	35	159.958319	0.884384	0.884384	302.951363	0.884985	159.958319	0.884384	302.951363	0.884985	104	239.465256	0.838438	0.838438	453.532681	0.838138	94	240.817550	0.842342	0.842342	456.093845	0.842643	240.141403	0.842192	454.813263	0.840240	K562	promoter	True	False	False	CDPF1	CDPF1	promoter|chr22:46645943-46646471	159.958319	240.141403	195.991365	195.991365
chr22	46650069	46650569	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	43	99.009673	0.653604	0.653604	198.019346	0.664715	33	84.542331	0.622222	0.622222	169.084663	0.632883	91.776002	0.639189	183.552004	0.648799	K562	intergenic	False	False	True			intergenic|chr22:46650069-46650569	9.140475	91.776002	28.963361	28.963361
chr22	46652189	46652689	14	63.983328	0.732132	0.732132	127.966656	0.740090	63.983328	0.732132	127.966656	0.740090	134	308.541772	0.875225	0.875225	617.083543	0.879429	129	330.483659	0.885435	0.885435	660.967318	0.890841	319.512715	0.878378	639.025431	0.883183	K562	genic	False	True	False		PKDREJ	genic|chr22:46652189-46652689	63.983328	319.512715	142.980722	142.980722
chr22	46658969	46659469	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	1	2.302551	0.022973	0.022973	4.605101	0.023123	0	0.000000	0.009760	0.009760	0.000000	0.009760	1.151275	0.011261	2.302551	0.011261	K562	promoter	True	False	False	PKDREJ	PKDREJ	promoter|chr22:46658969-46659469	0.000000	1.151275	0.000000	0.000000
chr22	46663494	46664110	22	100.545229	0.820721	0.820721	163.222775	0.785886	100.545229	0.820721	163.222775	0.785886	91	209.532099	0.816817	0.816817	340.149511	0.790991	85	217.760550	0.828378	0.828378	353.507387	0.798198	213.646325	0.823123	346.828449	0.796997	K562	promoter	True	False	False	TTC38	TTC38	promoter|chr22:46663494-46664110	100.545229	213.646325	146.564384	146.564384
chr22	46671605	46672105	8	36.561902	0.587087	0.587087	73.123803	0.595495	36.561902	0.587087	73.123803	0.595495	8	18.420404	0.077327	0.077327	36.840809	0.078228	6	15.371333	0.113664	0.113664	30.742666	0.115465	16.895869	0.086036	33.791737	0.087838	K562	genic	False	True	False		TTC38	genic|chr22:46671605-46672105	36.561902	16.895869	24.854478	24.854478
chr22	46692307	46692905	62	283.354737	0.934985	0.934985	473.837353	0.926126	283.354737	0.934985	473.837353	0.926126	222	511.166219	0.929880	0.929880	854.793008	0.916817	177	453.454323	0.921321	0.921321	758.284821	0.909309	482.310271	0.926126	806.538914	0.912312	K562	promoter	True	False	False	GTSE1,GTSE1-AS1	GTSE1,GTSE1-AS1	promoter|chr22:46692307-46692905	283.354737	482.310271	369.682161	369.682161
chr22	46703197	46703697	20	91.404754	0.804204	0.804204	182.809508	0.812012	91.404754	0.804204	182.809508	0.812012	24	55.261213	0.475976	0.475976	110.522426	0.484384	17	43.552110	0.392643	0.392643	87.104220	0.399850	49.406661	0.436036	98.813323	0.443844	K562	genic	False	True	False		GTSE1	genic|chr22:46703197-46703697	91.404754	49.406661	67.201218	67.201218
chr22	46710053	46710553	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	13	29.933157	0.206306	0.206306	59.866314	0.212162	15	38.428332	0.351351	0.351351	76.856665	0.357357	34.180745	0.277628	68.361489	0.284234	K562	genic	False	True	False		GTSE1	genic|chr22:46710053-46710553	9.140475	34.180745	17.675640	17.675640
