chr	start	end	name	score	strand	symbol	tss	K562.ENCFF934YBO.TPM.txt.Expression	Expression	Expression.quantile	is_ue	cellType	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile.TSS1Kb	H3K27ac.RPM.TSS1Kb	H3K27ac.RPM.quantile.TSS1Kb	H3K27ac.RPKM.TSS1Kb	H3K27ac.RPKM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile.TSS1Kb	DHS.RPM.TSS1Kb	DHS.RPM.quantile.TSS1Kb	DHS.RPKM.TSS1Kb	DHS.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr22	42305557	42310671	SHISA8	0	-	SHISA8	42310671	0.320000	0.320000	0.449731	False	K562	13	59.413090	0.159785	0.159785	11.617734	0.294434	59.413090	0.159785	11.617734	0.294434	26	59.866314	0.143627	0.143627	11.706358	0.303411	22	56.361554	0.140934	0.140934	11.021031	0.280072	58.113934	0.140036	11.363695	0.294434	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	8	18.420404	0.327648	0.327648	18.420404	0.327648	9	23.056999	0.354578	0.354578	23.056999	0.354578	20.738702	0.342011	20.738702	0.342011	0.265709
chr22	42321035	42322821	TNFRSF13C	0	-	TNFRSF13C	42322821	1.420000	1.420000	0.527828	False	K562	6	27.421426	0.105027	0.105027	15.353542	0.394973	27.421426	0.105027	15.353542	0.394973	33	75.984168	0.175943	0.175943	42.544327	0.757630	29	74.294776	0.169659	0.169659	41.598419	0.741472	75.139472	0.177738	42.071373	0.746858	3	13.710713	0.310592	0.310592	13.710713	0.310592	13.710713	0.310592	13.710713	0.310592	11	25.328056	0.373429	0.373429	25.328056	0.373429	18	46.113999	0.447038	0.447038	46.113999	0.447038	35.721027	0.403950	35.721027	0.403950	0.368043
chr22	42334724	42343168	CENPM	0	-	CENPM	42343168	39.440000	39.440000	0.843806	False	K562	281	1284.236793	0.734291	0.734291	152.088678	0.904847	1284.236793	0.734291	152.088678	0.904847	347	798.985036	0.671454	0.671454	94.621629	0.879713	241	617.415208	0.622083	0.622083	73.118807	0.849192	708.200122	0.642729	83.870218	0.867145	86	393.040442	0.783662	0.783662	393.040442	0.783662	393.040442	0.783662	393.040442	0.783662	276	635.503948	0.838420	0.838420	635.503948	0.838420	204	522.625321	0.807002	0.807002	522.625321	0.807002	579.064634	0.827648	579.064634	0.827648	0.831239
chr22	42348190	42354946	LINC00634	0	+	LINC00634	42348190	0.180000	0.180000	0.425494	False	K562	21	95.974992	0.207361	0.207361	14.205890	0.368043	95.974992	0.207361	14.205890	0.368043	55	126.640279	0.242370	0.242370	18.744861	0.495512	48	122.970664	0.258528	0.258528	18.201697	0.509874	124.805472	0.254937	18.473279	0.504488	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	5	11.512753	0.267504	0.267504	11.512753	0.267504	3	7.685666	0.181329	0.181329	7.685666	0.181329	9.599210	0.216338	9.599210	0.216338	0.223519
chr22	42372930	42394225	SEPT3	0	+	SEPT3	42372930	0.000000	0.000000	0.268402	False	K562	46	210.230934	0.342011	0.342011	9.872314	0.244165	210.230934	0.342011	9.872314	0.244165	75	172.691290	0.320467	0.320467	8.109476	0.177738	58	148.589552	0.293537	0.293537	6.977673	0.150808	160.640421	0.305206	7.543575	0.161580	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	6	13.815303	0.290844	0.290844	13.815303	0.290844	2	5.123778	0.131957	0.131957	5.123778	0.131957	9.469540	0.213645	9.469540	0.213645	0.220826
chr22	42394728	42424477	WBP2NL	0	+	WBP2NL	42394728	0.000000	0.000000	0.268402	False	K562	45	205.660696	0.335727	0.335727	6.913197	0.134650	205.660696	0.335727	6.913197	0.134650	94	216.439750	0.360862	0.360862	7.275530	0.143627	115	294.617215	0.429084	0.429084	9.903433	0.244165	255.528483	0.394973	8.589481	0.195691	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	8	18.420404	0.327648	0.327648	18.420404	0.327648	10	25.618888	0.370736	0.370736	25.618888	0.370736	22.019646	0.350090	22.019646	0.350090	0.323160
chr22	42454337	42466846	NAGA	0	-	NAGA	42466846	14.000000	14.000000	0.703770	False	K562	140	639.833278	0.571813	0.571813	51.149834	0.732496	639.833278	0.571813	51.149834	0.732496	385	886.481956	0.719928	0.719928	70.867532	0.840215	289	740.385872	0.667864	0.667864	59.188254	0.825853	813.433914	0.684022	65.027893	0.834829	103	470.734483	0.807899	0.807899	470.734483	0.807899	470.734483	0.807899	470.734483	0.807899	545	1254.890042	0.913824	0.913824	1254.890042	0.913824	426	1091.364641	0.906643	0.906643	1091.364641	0.906643	1173.127342	0.912029	1173.127342	0.912029	0.886894
chr22	42470254	42475442	FAM109B	0	+	FAM109B	42470254	0.230000	0.230000	0.434470	False	K562	102	466.164245	0.482047	0.482047	89.854326	0.836625	466.164245	0.482047	89.854326	0.836625	23	52.958662	0.128366	0.128366	10.207915	0.260323	28	71.732887	0.163375	0.163375	13.826694	0.375224	62.345775	0.147217	12.017304	0.317774	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	1	2.302551	0.070018	0.070018	2.302551	0.070018	1	2.561889	0.077199	0.077199	2.561889	0.077199	2.432220	0.059246	2.432220	0.059246	0.040395
chr22	42475694	42480288	SMDT1	0	+	SMDT1	42475694	28.620000	28.620000	0.800718	False	K562	82	374.759491	0.437163	0.437163	81.575858	0.824057	374.759491	0.437163	81.575858	0.824057	260	598.663139	0.617594	0.617594	130.314136	0.926391	251	643.034096	0.635548	0.635548	139.972594	0.926391	620.848618	0.624776	135.143365	0.924596	93	425.032106	0.792639	0.792639	425.032106	0.792639	425.032106	0.792639	425.032106	0.792639	332	764.446778	0.861759	0.861759	764.446778	0.861759	306	783.937982	0.874327	0.874327	783.937982	0.874327	774.192380	0.868941	774.192380	0.868941	0.852783
chr22	42481529	42486959	NDUFA6	0	-	NDUFA6	42486959	123.050000	123.050000	0.944345	True	K562	298	1361.930834	0.750449	0.750449	250.815992	0.949731	1361.930834	0.750449	250.815992	0.949731	470	1082.198752	0.759425	0.759425	199.299954	0.951526	364	932.527534	0.726212	0.726212	171.736194	0.947935	1007.363143	0.746858	185.518074	0.951526	184	840.923736	0.904847	0.904847	840.923736	0.904847	840.923736	0.904847	840.923736	0.904847	536	1234.167087	0.909336	0.909336	1234.167087	0.909336	408	1045.250642	0.903950	0.903950	1045.250642	0.903950	1139.708865	0.907540	1139.708865	0.907540	0.929982
chr22	42486936	42521354	NDUFA6-AS1	0	+	NDUFA6-AS1	42486936	1.650000	1.650000	0.533214	False	K562	122	557.568999	0.537702	0.537702	16.199924	0.418312	557.568999	0.537702	16.199924	0.418312	467	1075.291100	0.757630	0.757630	31.242115	0.673250	391	1001.698532	0.748654	0.748654	29.103915	0.649910	1038.494816	0.750449	30.173015	0.657092	193	882.055876	0.908438	0.908438	882.055876	0.908438	882.055876	0.908438	882.055876	0.908438	536	1234.167087	0.909336	0.909336	1234.167087	0.909336	408	1045.250642	0.903950	0.903950	1045.250642	0.903950	1139.708865	0.907540	1139.708865	0.907540	0.933573
chr22	42522500	42526883	CYP2D6	0	-	CYP2D6	42526883	0.510000	0.510000	0.470377	False	K562	3	13.710713	0.065530	0.065530	3.128157	0.065530	13.710713	0.065530	3.128157	0.065530	13	29.933157	0.082585	0.082585	6.829376	0.128366	4	10.247555	0.024237	0.024237	2.338023	0.040395	20.090356	0.058348	4.583700	0.079892	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	4	9.210202	0.230700	0.230700	9.210202	0.230700	4	10.247555	0.231598	0.231598	10.247555	0.231598	9.728879	0.224417	9.728879	0.224417	0.118492
chr22	42522500	42526883	LOC101929829	0	-	LOC101929829	42526883			0.082585	False	K562	3	13.710713	0.065530	0.065530	3.128157	0.065530	13.710713	0.065530	3.128157	0.065530	13	29.933157	0.082585	0.082585	6.829376	0.128366	4	10.247555	0.024237	0.024237	2.338023	0.040395	20.090356	0.058348	4.583700	0.079892	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	4	9.210202	0.230700	0.230700	9.210202	0.230700	4	10.247555	0.231598	0.231598	10.247555	0.231598	9.728879	0.224417	9.728879	0.224417	0.118492
chr22	42535602	42540576	CYP2D7	0	-	CYP2D7	42540576			0.082585	False	K562	2	9.140475	0.048474	0.048474	1.837651	0.055655	9.140475	0.048474	1.837651	0.055655	2	4.605101	0.008079	0.008079	0.925835	0.016158	3	7.685666	0.017953	0.017953	1.545168	0.026930	6.145384	0.012567	1.235501	0.016158	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	1	2.302551	0.070018	0.070018	2.302551	0.070018	0	0.000000	0.025135	0.025135	0.000000	0.025135	1.151275	0.028725	1.151275	0.028725	0.025135
chr22	42556018	42679933	TCF20	0	-	TCF20	42679933	9.870000	9.870000	0.666068	False	K562	576	2632.456914	0.872531	0.872531	21.244054	0.518851	2632.456914	0.872531	21.244054	0.518851	935	2152.884750	0.872531	0.872531	17.373883	0.461400	865	2216.033837	0.879713	0.879713	17.883499	0.500898	2184.459294	0.877917	17.628691	0.472172	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	2	4.605101	0.122980	0.122980	4.605101	0.122980	7	17.933222	0.317774	0.317774	17.933222	0.317774	11.269161	0.259425	11.269161	0.259425	0.280072
chr22	42665758	42670868	OGFRP1	0	+	OGFRP1	42665758			0.082585	False	K562	45	205.660696	0.335727	0.335727	40.246712	0.671454	205.660696	0.335727	40.246712	0.671454	59	135.850482	0.259425	0.259425	26.585221	0.608618	32	81.980443	0.182226	0.182226	16.043139	0.423698	108.915462	0.228007	21.314180	0.547576	43	196.520221	0.646320	0.646320	196.520221	0.646320	196.520221	0.646320	196.520221	0.646320	30	69.076516	0.482944	0.482944	69.076516	0.482944	25	64.047221	0.484740	0.484740	64.047221	0.484740	66.561868	0.486535	66.561868	0.486535	0.561939
chr22	42760405	42765214	LINC01315	0	-	LINC01315	42765214			0.082585	False	K562	14	63.983328	0.170557	0.170557	13.304913	0.346499	63.983328	0.170557	13.304913	0.346499	28	64.471415	0.155296	0.155296	13.406408	0.369838	28	71.732887	0.163375	0.163375	14.916383	0.407540	68.102151	0.163375	14.161396	0.389587	8	36.561902	0.452424	0.452424	36.561902	0.452424	36.561902	0.452424	36.561902	0.452424	118	271.700963	0.685817	0.685817	271.700963	0.685817	101	258.750772	0.670557	0.670557	258.750772	0.670557	265.225867	0.678636	265.225867	0.678636	0.552962
chr22	42776413	42828401	NFAM1	0	-	NFAM1	42828401	0.000000	0.000000	0.268402	False	K562	199	909.477302	0.657092	0.657092	17.493985	0.454219	909.477302	0.657092	17.493985	0.454219	378	870.364102	0.709156	0.709156	16.741635	0.452424	344	881.289757	0.710952	0.710952	16.951792	0.461400	875.826930	0.710952	16.846713	0.450628	4	18.280951	0.352783	0.352783	18.280951	0.352783	18.280951	0.352783	18.280951	0.352783	4	9.210202	0.230700	0.230700	9.210202	0.230700	2	5.123778	0.131957	0.131957	5.123778	0.131957	7.166990	0.171454	7.166990	0.171454	0.269300
chr22	42896584	42908566	SERHL	0	+	SERHL	42896584	4.980000	4.980000	0.588869	False	K562	23	105.115467	0.226212	0.226212	8.772781	0.193896	105.115467	0.226212	8.772781	0.193896	95	218.742301	0.362657	0.362657	18.255909	0.484740	99	253.626994	0.393178	0.393178	21.167334	0.551167	236.184647	0.375224	19.711621	0.522442	10	45.702377	0.484740	0.484740	45.702377	0.484740	45.702377	0.484740	45.702377	0.484740	133	306.239221	0.703770	0.703770	306.239221	0.703770	107	274.122105	0.679533	0.679533	274.122105	0.679533	290.180663	0.696589	290.180663	0.696589	0.576302
chr22	42904340	42915829	RRP7A	0	-	RRP7A	42915829	35.270000	35.270000	0.829443	False	K562	36	164.528557	0.299820	0.299820	14.320529	0.369838	164.528557	0.299820	14.320529	0.369838	60	138.153032	0.264811	0.264811	12.024809	0.310592	75	192.141662	0.326750	0.326750	16.723967	0.450628	165.147347	0.310592	14.374388	0.396768	22	100.545229	0.560144	0.560144	100.545229	0.560144	100.545229	0.560144	100.545229	0.560144	47	108.219875	0.542190	0.542190	108.219875	0.542190	45	115.284997	0.549372	0.549372	115.284997	0.549372	111.752436	0.551167	111.752436	0.551167	0.554758
chr22	42949867	42970388	SERHL2	0	+	SERHL2	42949867	24.990000	24.990000	0.784560	False	K562	99	452.453532	0.475763	0.475763	22.048318	0.527828	452.453532	0.475763	22.048318	0.527828	241	554.914679	0.605027	0.605027	27.041308	0.621185	220	563.615542	0.605925	0.605925	27.465306	0.621185	559.265111	0.606822	27.253307	0.617594	54	246.792836	0.677738	0.677738	246.792836	0.677738	246.792836	0.677738	246.792836	0.677738	182	419.064197	0.757630	0.757630	419.064197	0.757630	150	384.283324	0.754937	0.754937	384.283324	0.754937	401.673761	0.752244	401.673761	0.752244	0.709156
chr22	42969265	42978017	RRP7BP	0	-	RRP7BP	42978017			0.082585	False	K562	33	150.817844	0.281867	0.281867	17.232386	0.438061	150.817844	0.281867	17.232386	0.438061	26	59.866314	0.143627	0.143627	6.840301	0.131059	26	66.609110	0.157092	0.157092	7.610730	0.177738	63.237712	0.150808	7.225516	0.145422	26	118.826180	0.579892	0.579892	118.826180	0.579892	118.826180	0.579892	118.826180	0.579892	36	82.891819	0.503591	0.503591	82.891819	0.503591	23	58.923443	0.474865	0.474865	58.923443	0.474865	70.907631	0.493716	70.907631	0.493716	0.531418
chr22	42979726	43010968	POLDIP3	0	-	POLDIP3	43010968	32.230000	32.230000	0.818671	True	K562	335	1531.029629	0.772890	0.772890	49.005494	0.716338	1531.029629	0.772890	49.005494	0.716338	243	559.519780	0.607720	0.607720	17.909218	0.473968	248	635.348430	0.631957	0.631957	20.336356	0.538600	597.434105	0.615799	19.122787	0.513465	223	1019.163007	0.921005	0.921005	1019.163007	0.921005	1019.163007	0.921005	1019.163007	0.921005	385	886.481956	0.877917	0.877917	886.481956	0.877917	379	970.955866	0.890485	0.890485	970.955866	0.890485	928.718911	0.886894	928.718911	0.886894	0.926391
chr22	43013845	43042995	CYB5R3	0	-	CYB5R3	43042995	27.920000	27.920000	0.798923	False	K562	205	936.898728	0.666966	0.666966	32.140608	0.622980	936.898728	0.666966	32.140608	0.622980	298	686.160059	0.638241	0.638241	23.538939	0.567325	290	742.947761	0.669659	0.669659	25.487059	0.596050	714.553910	0.646320	24.512999	0.588869	26	118.826180	0.579892	0.579892	118.826180	0.579892	118.826180	0.579892	118.826180	0.579892	81	186.506593	0.607720	0.607720	186.506593	0.607720	55	140.903886	0.568223	0.568223	140.903886	0.568223	163.705239	0.601436	163.705239	0.601436	0.587074
chr22	43035808	43036607	ATP5L2	0	-	ATP5L2	43036607	0.000000	0.000000	0.268402	False	K562	2	9.140475	0.048474	0.048474	11.439894	0.287253	9.140475	0.048474	11.439894	0.287253	7	16.117854	0.043986	0.043986	20.172533	0.527828	5	12.809444	0.031418	0.031418	16.031845	0.421903	14.463649	0.032316	18.102189	0.488330	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	2	4.605101	0.122980	0.122980	4.605101	0.122980	5	12.809444	0.273788	0.273788	12.809444	0.273788	8.707273	0.209156	8.707273	0.209156	0.113106
chr22	43088120	43116916	A4GALT	0	-	A4GALT	43116916	0.000000	0.000000	0.268402	False	K562	59	269.644024	0.372531	0.372531	9.363940	0.219031	269.644024	0.372531	9.363940	0.219031	176	405.248894	0.520646	0.520646	14.073097	0.389587	145	371.473880	0.505386	0.505386	12.900190	0.344704	388.361387	0.513465	13.486644	0.368043	3	13.710713	0.310592	0.310592	13.710713	0.310592	13.710713	0.310592	13.710713	0.310592	6	13.815303	0.290844	0.290844	13.815303	0.290844	4	10.247555	0.231598	0.231598	10.247555	0.231598	12.031429	0.265709	12.031429	0.265709	0.308797
chr22	43192531	43253408	ARFGAP3	0	-	ARFGAP3	43253408	14.960000	14.960000	0.716338	False	K562	196	895.766589	0.650808	0.650808	14.714368	0.385996	895.766589	0.650808	14.714368	0.385996	328	755.236576	0.661580	0.661580	12.405943	0.319569	284	727.576428	0.660682	0.660682	11.951582	0.319569	741.406502	0.658887	12.178762	0.321364	31	141.677369	0.594255	0.594255	141.677369	0.594255	141.677369	0.594255	141.677369	0.594255	111	255.583109	0.665171	0.665171	255.583109	0.665171	126	322.797993	0.710952	0.710952	322.797993	0.710952	289.190551	0.691203	289.190551	0.691203	0.626571
chr22	43265771	43343047	PACSIN2	0	-	PACSIN2	43343047	23.680000	23.680000	0.775583	True	K562	299	1366.501072	0.752244	0.752244	17.683383	0.457810	1366.501072	0.752244	17.683383	0.457810	420	967.071225	0.736984	0.736984	12.514509	0.333932	365	935.089423	0.728905	0.728905	12.100645	0.326750	951.080324	0.736086	12.307577	0.323160	14	63.983328	0.521544	0.521544	63.983328	0.521544	63.983328	0.521544	63.983328	0.521544	13	29.933157	0.385099	0.385099	29.933157	0.385099	13	33.304555	0.404847	0.404847	33.304555	0.404847	31.618856	0.387792	31.618856	0.387792	0.454219
chr22	43434590	43448371	LOC100506679	0	+	LOC100506679	43434590			0.082585	False	K562	20	91.404754	0.201975	0.201975	6.632665	0.123878	91.404754	0.201975	6.632665	0.123878	57	131.245381	0.250449	0.250449	9.523647	0.226212	38	97.351776	0.215440	0.215440	7.064203	0.159785	114.298578	0.235189	8.293925	0.186715	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	36	82.891819	0.503591	0.503591	82.891819	0.503591	33	84.542331	0.520646	0.520646	84.542331	0.520646	83.717075	0.509874	83.717075	0.509874	0.371634
chr22	43435522	43485434	TTLL1	0	-	TTLL1	43485434	1.000000	1.000000	0.508079	False	K562	74	338.197590	0.415619	0.415619	6.775877	0.129264	338.197590	0.415619	6.775877	0.129264	225	518.073870	0.588869	0.588869	10.379746	0.263914	190	486.758878	0.576302	0.576302	9.752342	0.242370	502.416374	0.585278	10.066044	0.247756	24	109.685705	0.570916	0.570916	109.685705	0.570916	109.685705	0.570916	109.685705	0.570916	84	193.414245	0.614004	0.614004	193.414245	0.614004	58	148.589552	0.580790	0.580790	148.589552	0.580790	171.001899	0.605027	171.001899	0.605027	0.581688
chr22	43506753	43525718	BIK	0	+	BIK	43506753	0.210000	0.210000	0.430880	False	K562	52	237.652360	0.360862	0.360862	12.531103	0.321364	237.652360	0.360862	12.531103	0.321364	113	260.188210	0.386894	0.386894	13.719389	0.375224	90	230.569995	0.376122	0.376122	12.157659	0.328546	245.379103	0.387792	12.938524	0.341113	7	31.991664	0.430880	0.430880	31.991664	0.430880	31.991664	0.430880	31.991664	0.430880	2	4.605101	0.122980	0.122980	4.605101	0.122980	10	25.618888	0.370736	0.370736	25.618888	0.370736	15.111995	0.308797	15.111995	0.308797	0.382406
chr22	43528211	43539403	MCAT	0	-	MCAT	43539403	20.660000	20.660000	0.750449	False	K562	73	333.627352	0.409336	0.409336	29.809449	0.605027	333.627352	0.409336	29.809449	0.605027	64	147.363234	0.283662	0.283662	13.166837	0.357271	58	148.589552	0.293537	0.293537	13.276407	0.359066	147.976393	0.286355	13.221622	0.359066	66	301.635688	0.710054	0.710054	301.635688	0.710054	301.635688	0.710054	301.635688	0.710054	69	158.875987	0.587971	0.587971	158.875987	0.587971	60	153.713330	0.589767	0.589767	153.713330	0.589767	156.294658	0.582585	156.294658	0.582585	0.631957
chr22	43547519	43559248	TSPO	0	+	TSPO	43547519	104.530000	104.530000	0.931777	False	K562	142	648.973753	0.580790	0.580790	55.330698	0.748654	648.973753	0.580790	55.330698	0.748654	49	112.824976	0.220826	0.220826	9.619318	0.231598	56	143.465774	0.281867	0.281867	12.231714	0.332136	128.145375	0.262118	10.925516	0.278276	24	109.685705	0.570916	0.570916	109.685705	0.570916	109.685705	0.570916	109.685705	0.570916	10	23.025505	0.358169	0.358169	23.025505	0.358169	14	35.866444	0.417415	0.417415	35.866444	0.417415	29.445974	0.382406	29.445974	0.382406	0.468582
chr22	43562627	43583137	TTLL12	0	-	TTLL12	43583137	55.920000	55.920000	0.881508	False	K562	844	3857.280617	0.928187	0.928187	188.068289	0.924596	3857.280617	0.928187	188.068289	0.924596	401	923.322765	0.725314	0.725314	45.018175	0.768402	340	871.042202	0.708259	0.708259	42.469147	0.750449	897.182483	0.714542	43.743661	0.766607	41	187.379746	0.631957	0.631957	187.379746	0.631957	187.379746	0.631957	187.379746	0.631957	78	179.598942	0.601436	0.601436	179.598942	0.601436	65	166.522774	0.597846	0.597846	166.522774	0.597846	173.060858	0.606822	173.060858	0.606822	0.603232
chr22	43599228	43739394	SCUBE1	0	-	SCUBE1	43739394	0.000000	0.000000	0.268402	False	K562	446	2038.326013	0.832136	0.832136	14.542229	0.378815	2038.326013	0.832136	14.542229	0.378815	1067	2456.821421	0.897666	0.897666	17.527941	0.466786	911	2333.880724	0.890485	0.890485	16.650833	0.447038	2395.351072	0.892280	17.089387	0.457810	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	10	23.025505	0.358169	0.358169	23.025505	0.358169	4	10.247555	0.231598	0.231598	10.247555	0.231598	16.636530	0.319569	16.636530	0.319569	0.159785
chr22	43608679	43609667	LOC105373051	0	+	LOC105373051	43608679			0.082585	False	K562	1	4.570238	0.038600	0.038600	4.625747	0.078995	4.570238	0.038600	4.625747	0.078995	10	23.025505	0.068223	0.068223	23.305167	0.565530	15	38.428332	0.100539	0.100539	38.895073	0.732496	30.726919	0.082585	31.100120	0.678636	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	3	6.907652	0.175943	0.175943	6.907652	0.175943	8	20.495111	0.336625	0.336625	20.495111	0.336625	13.701381	0.296230	13.701381	0.296230	0.250449
chr22	43671947	43679832	LOC101927447	0	+	LOC101927447	43671947			0.082585	False	K562	13	59.413090	0.159785	0.159785	7.534951	0.147217	59.413090	0.159785	7.534951	0.147217	36	82.891819	0.184919	0.184919	10.512596	0.271095	35	89.666109	0.201077	0.201077	11.371732	0.294434	86.278964	0.184919	10.942164	0.280072	7	31.991664	0.430880	0.430880	31.991664	0.430880	31.991664	0.430880	31.991664	0.430880	112	257.885660	0.668761	0.668761	257.885660	0.668761	91	233.131883	0.650808	0.650808	233.131883	0.650808	245.508772	0.657092	245.508772	0.657092	0.526032
chr22	43808019	43902800	MPPED1	0	+	MPPED1	43808019	0.000000	0.000000	0.268402	False	K562	162	740.378507	0.610413	0.610413	7.811465	0.154399	740.378507	0.610413	7.811465	0.154399	183	421.366748	0.533214	0.533214	4.445688	0.068223	139	356.102547	0.483842	0.483842	3.757109	0.057451	388.734648	0.515260	4.101398	0.061041	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	0	0.000000	0.020646	0.020646	0.000000	0.020646	0	0.000000	0.025135	0.025135	0.000000	0.025135	0.000000	0.010772	0.000000	0.010772	0.010772
chr22	43912133	43932485	EFCAB6-AS1	0	+	EFCAB6-AS1	43912133	0.000000	0.000000	0.268402	False	K562	37	169.098795	0.304309	0.304309	8.308707	0.174147	169.098795	0.304309	8.308707	0.174147	42	96.707122	0.208259	0.208259	4.751726	0.071813	35	89.666109	0.201077	0.201077	4.405764	0.078995	93.186616	0.195691	4.578745	0.077199	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	4	9.210202	0.230700	0.230700	9.210202	0.230700	6	15.371333	0.298025	0.298025	15.371333	0.298025	12.290768	0.273788	12.290768	0.273788	0.289946
chr22	43924623	44208217	EFCAB6	0	-	EFCAB6	44208217	0.000000	0.000000	0.268402	False	K562	394	1800.673653	0.813285	0.813285	6.349477	0.114901	1800.673653	0.813285	6.349477	0.114901	536	1234.167087	0.780969	0.780969	4.351880	0.066427	474	1214.335305	0.786355	0.786355	4.281950	0.071813	1224.251196	0.784560	4.316915	0.062837	11	50.272615	0.500000	0.500000	50.272615	0.500000	50.272615	0.500000	50.272615	0.500000	4	9.210202	0.230700	0.230700	9.210202	0.230700	4	10.247555	0.231598	0.231598	10.247555	0.231598	9.728879	0.224417	9.728879	0.224417	0.355476
